,open,high,low,close,volume,ret_1d,ret_5d,ret_21d,ret_63d,ret_126d,sma20,sma50,sma200,trend_sma,above_sma200,macd,macd_signal,macd_bullish,rsi,adx,vol_21,sharpe_63,drawdown,calmar_63,rs_ratio,rs_mom_21,rs_mom_63,rs_positive,score,score_pct
2024-05-28,53.624211862469735,53.64275421402393,53.39239355810962,53.40166473388672,2371500,,,,,,,,,0,0,0.0,0.0,0,,0.0,,,0.0,,0.1032470045451048,,,0,,
2024-05-29,53.32747590912411,53.33675062125135,53.17911235048464,53.2532958984375,2737300,-0.0027783559967385,,,,,,,,0,0,-0.0118356905771435,-0.0023671381154287,0,0.0,7.142857142857142,,,-0.0027783559967385,,0.1036862178218433,,,0,,
2024-05-30,53.3645650443371,53.43874858862175,53.35529386993456,53.429473876953125,2565700,0.0033083018720874,,,,,,,,0,0,-0.0069197041041206,-0.003277651313167,0,8.369608159389358,8.919189398320157,,,0.0,,0.1047239633743643,,,0,,
2024-05-31,53.53147710806346,53.62420654296875,53.52220593320606,53.62420654296875,2508600,0.0036446674819237,,,,,,,,0,0,0.0125449390438419,-0.0001131332417652,1,16.671386827076063,9.763862350811335,,,0.0,,0.104156940496347,,,0,,
2024-06-03,53.6511804548161,53.85581507911869,53.6511804548161,53.83721160888672,3783000,0.0039721812153488,,,,,,,,0,0,0.044643910426231,0.0088382754918339,1,24.70705003087581,12.52721492603168,,,0.0,,0.1044854982609616,,,0,,
2024-06-04,53.958121953681314,54.08834622867819,53.94882199387731,54.04183578491211,2724600,0.0038007944674387,0.0119878482106412,,,,,,,0,0,0.0856072107600312,0.0241920625454734,1,31.53725268306576,16.10316535853027,,,0.0,,0.1047655005762318,,,0,,
2024-06-05,54.0790483858355,54.18136569564153,53.97673107602946,54.17206573486328,2026100,0.002409798780143,0.0172528257814881,,,,,,,0,0,0.1271140977896294,0.0447764695943046,1,35.54477559926079,19.70607683492584,,,0.0,,0.1037844930457015,,,0,,
2024-06-06,54.12555528622486,54.209269126225344,54.11625532544661,54.17206573486328,2235400,0.0,0.0138985433324747,,,,,,,0,0,0.1581851449177733,0.0674582046589983,1,35.54477559926079,23.130528202997063,,,0.0,,0.1037864348153505,,,0,,
2024-06-07,53.87442403579424,53.87442403579424,53.77211025473415,53.78141021728516,2089600,-0.0072113830676149,0.0029315804270306,,,,,,,0,0,0.1495624750841031,0.0838790587440193,1,29.530941530017103,22.660183269726183,,,-0.0072113830676149,,0.1031634025257602,,,0,,
2024-06-10,53.734893798828125,53.75349726888772,53.68838689780369,53.734893798828125,2399100,-0.0008649163022893,-0.0019005035179366,,,,,,,0,0,0.1373916949661762,0.0945815859884507,1,28.903853655229028,21.60778341425961,,,-0.008070062127127,,0.1027566779570808,,,0,,
2024-06-11,53.79071147380014,53.92093223355538,53.76280449081717,53.91162872314453,2287800,0.0032890159786687,-0.0024093752530133,,,,,,,0,0,0.1403889786372971,0.10374306451822,1,34.58732665622021,21.53414184026613,,,-0.0048075887117433,,0.1028469801960138,,,0,,
2024-06-12,54.283680844030044,54.36739468069728,54.11625317069556,54.12555313110352,2500200,0.00396805685574,-0.0008586086413504,,,,,,,0,0,0.1582025983463069,0.1146349712838374,1,40.760413702083305,23.070766223551814,,,-0.0008586086413504,,0.1024139250882703,,,0,,
2024-06-13,54.30229482725981,54.44181554988701,54.26508788192606,54.37670516967773,2785500,0.0046401750013687,0.0037775822656647,,,,,,,0,0,0.1903911798467916,0.1297862129964282,1,47.07522756743637,24.6942512162866,,,0.0,,0.1026824247842668,,,0,,
2024-06-14,54.42319951014455,54.47900991525778,54.39529608171232,54.441802978515625,2202200,0.0011971635396952,0.0122792012809327,,,,,,,0,0,0.2186334415012254,0.1475556586973877,1,48.60451066548897,26.29993101919824,,,0.0,,0.1027428163210017,,,0,,
2024-06-17,54.26507922708279,54.28368269678256,54.21857232695787,54.25577926635742,1341500,-0.0034169278381837,0.0096936167675212,,,,,,,0,0,0.2234295219813873,0.1627304313541876,1,44.6353854654348,26.58371816079836,,,-0.0034169278381837,,0.1015832741858126,,,0,,
2024-06-18,54.339485405191226,54.48831315141651,54.32088548516183,54.43250274658203,2183100,0.0032572286789398,0.0096616265502267,,,,,,,0,0,0.2387385290765635,0.1779320508986628,1,48.90426143276718,27.471097563700894,,,-0.0001708288745922,,0.1016558649066055,,,0,,
2024-06-20,54.25577542142963,54.358089175154205,54.23717195304822,54.34878921508789,2095900,-0.0015379328024632,0.0041244120580836,,,,,,,0,0,0.2413340958943095,0.1906124598977921,1,47.053463755662285,27.77580773696628,,,-0.0017084989537257,,0.1017760143305841,,,0,,
2024-06-21,54.42320035137941,54.469710797150434,54.302283127471526,54.36739349365234,3157600,0.0003423126592723,-0.0001712438441485,,,,,,,0,0,0.2421015155270893,0.2009102710236516,1,47.52872859145805,28.39935160174786,,,-0.0013667711352736,,0.1019475235799794,,,0,,
2024-06-24,54.35810985838802,54.386016845703125,54.30230298025809,54.386016845703125,1268100,0.0003425463472506,-0.0010246929704829,,,,,,,0,0,0.2414294021206231,0.2090140972430459,1,48.03161173620766,28.978356619045044,,,-0.0010246929704829,,0.1023150333523213,,,0,,
2024-06-25,54.34879491713921,54.41390528918086,54.330191446806005,54.395301818847656,1857900,0.0001707235367296,0.0025715703354896,,,,54.02447986602783,,,0,0,0.2388921669433799,0.2149897111831127,1,48.297661672600114,29.605982287868493,,,-0.0008541443729613,,0.10193993395731,,,0,,
2024-06-26,54.21857371553756,54.24647714667733,54.17206681422156,54.19997024536133,1334500,-0.0035909640530507,-0.0042719421207452,,,,54.064395141601565,,,0,0,0.2185998809059626,0.2157117451276827,1,43.278071177115216,29.125517022675584,,,-0.0044420412242727,,0.1014472729397606,,,0,,
2024-06-27,54.27438408173943,54.33019449587119,54.26508412017548,54.283687591552734,1098000,0.0015446013311892,-0.0011978486453031,0.0165167670719883,,,54.11591472625732,,,0,0,0.2068885062890046,0.2139470973599471,0,45.87447359162195,28.999044729711617,0.0498860566004351,,-0.0029043010758715,,0.1014440280393893,-0.0174627488096064,,0,,
2024-06-28,54.39531122934515,54.41391470289679,54.15347316967328,54.16277313232422,1339400,-0.0022274547768071,-0.0037636595793765,0.0170783276141486,,,54.15257968902588,,,0,0,0.1857096262228523,0.2082996031325282,0,42.82538686754787,28.181968997840887,0.0494245903198667,,-0.005125286653374,,0.1016179549435646,-0.0199473268649114,,0,,
2024-07-01,53.95471554962543,54.0666731500249,53.87074645955885,53.92672348022461,2708500,-0.0043581529978703,-0.0084450634945663,0.0093066535601049,,,54.16770553588867,,,0,0,0.1481699658756312,0.1962736756811488,0,37.574828396014425,26.37096234326513,0.0516302565829558,,-0.009461102867851,,0.100967285797381,-0.0358721868036453,,0,,
2024-07-02,54.001363077223566,54.09466048234674,54.001363077223566,54.04801177978516,1726300,0.0022491316314634,-0.0063845594646955,0.0079032448988651,,,54.1782455444336,,,0,0,0.1267454243619781,0.1823680254173146,0,41.54086583143487,24.55598622861432,0.0507599621397377,,-0.0072332505021162,,0.100517926525373,-0.034937796306542,,0,,
2024-07-03,54.12264777337516,54.3185780142306,54.10399114002492,54.28125762939453,1090600,0.0043155306167359,0.0014997680564254,0.0082479386884612,,,54.19021663665772,,,0,0,0.127121929135086,0.1713188061608689,0,48.338306194264256,23.708681609850743,0.0510790669197554,,-0.0029489351993806,,0.1005031945162988,-0.0381134589100264,,0,,
2024-07-05,54.4585291432581,54.551830113956456,54.4025521199072,54.52383804321289,1373100,0.0044689534548845,0.004423989274036,0.0089190578243707,,,54.2078052520752,,,0,0,0.1453193726763402,0.1661189194639632,0,54.291093316612816,23.74343711215557,0.0516890144994021,,0.0,,0.1003735375886199,-0.041921844151511,,0,,
2024-07-08,54.49583947361096,54.54248817081644,54.449190776405466,54.51449966430664,1274500,-0.0001712714886074,0.0064938796823257,0.0063212270899792,,,54.22492694854736,,,0,0,0.1571756258779402,0.1643302607467586,0,54.03297960832539,23.775710078581483,0.0512132179841402,,-0.0001712714886074,,0.1002406747157839,-0.034145932845257,,0,,
2024-07-09,54.45851647646037,54.51449704585856,54.39320759169612,54.477176666259766,1177000,-0.0006846435035945,0.0102074287201412,0.0056322557993229,,,54.2597152709961,,,0,0,0.1616962047429453,0.1638034495459959,0,52.94946743992944,23.49188123519673,0.0513194104312604,,-0.0008557977322899,,0.1000747361634735,-0.0357628495330878,,0,,
2024-07-10,54.51450078986917,54.54248929695685,54.46785209170053,54.50516891479492,1382700,0.0005138344210942,0.0084583524898642,0.0134574139016745,,,54.29822902679443,,,0,0,0.1656282769021757,0.1641684150172319,1,53.69937490543059,23.335398072016133,0.0435075594821775,,-0.000342403049528,,0.099145075995897,-0.0389510856707141,,0,,
2024-07-11,54.80372107114948,54.87835826640691,54.77572900874427,54.78506088256836,1598100,0.0051351454063188,0.0092813482070284,0.0195434848661251,,,54.34190063476562,,,0,0,0.1891490228675252,0.1691645365872905,1,60.48170157212885,24.28365643116683,0.0457965114221106,,0.0,,0.1005209648618366,-0.021757350857314,,0,,
2024-07-12,54.82238148783373,54.89702224731445,54.79439298256211,54.89702224731445,1262300,0.0020436477196965,0.0068444228707047,0.0182779401681643,,,54.38047409057617,,,0,0,0.2143528042404341,0.1782021901179193,1,62.82742561811444,25.21628733601784,0.0451859953224433,,0.0,,0.1000950403570616,-0.0267576144064451,,0,,
2024-07-15,54.84104788729555,54.89702846324472,54.785070870414096,54.8223876953125,1485300,-0.0013595373473213,0.0056478190738573,0.0128744100318216,,,54.40275821685791,,,0,0,0.2257028361621849,0.1877023193267724,1,60.2596236449956,26.02195118807094,0.0443396649276234,,-0.0013595373473213,,0.0996848011004049,-0.0266479776603929,,0,,
2024-07-16,54.850377472297566,54.953006744384766,54.82238540595807,54.953006744384766,1473900,0.002382585920887,0.0087344849209063,0.0105983172924644,,,54.428318405151366,,,0,0,0.2424429524238789,0.1986504459461937,1,63.10190750889301,26.943621268752924,0.0424035186541712,,0.0,,0.0993332654268296,-0.0326166757794598,,0,,
2024-07-17,54.887702714158536,54.99966031222597,54.85038232844676,54.9716682434082,2026900,0.0003395901358089,0.0085588089698893,0.0097326913493602,,,54.46411285400391,,,0,0,0.2542842120675459,0.2097771991704642,1,63.50352359812847,27.9442940406949,0.0423312791356159,,0.0,,0.1007800416075155,-0.0191037659251412,,0,,
2024-07-18,54.90635688618055,54.99032597073328,54.85970818566631,54.87836837768555,1996300,-0.0016972354797299,0.0017031558168236,0.0114750745403848,,,54.48640613555908,,,0,0,0.2532210021345094,0.2184659597632732,1,59.9879944281352,28.873490186069592,0.0407333966259475,,-0.0016972354797299,,0.1013881545207533,-0.0019207853519506,,0,,
2024-07-19,54.78506963776659,54.81305814557759,54.747749254640176,54.77573776245117,962700,-0.001870146986296,-0.002209308991604,0.0063056996931982,,,54.50775356292725,,,0,0,0.241315235847658,0.2230358149801502,1,56.29607993456064,28.8846852702945,0.0403044618779705,,-0.0035642083862085,,0.1018750557650695,0.0021562047469205,,0,,
2024-07-22,54.785065894492455,54.82238271600151,54.67310475276314,54.747745513916016,1242100,-0.000511033710884,-0.0013615273711047,0.0073406658104053,,,54.52677116394043,,,0,0,0.2270043252172868,0.2238295170275775,1,55.29647074115188,28.367382785583377,0.0398682702726843,,-0.0040734206664546,,0.1007839081507155,-0.00974793703992,,0,,
2024-07-23,54.78506088256836,54.84103788924467,54.76640069398724,54.78506088256836,1219300,0.0006815873110768,-0.0030561723873929,0.0076823140135418,,,54.54672336578369,,,0,0,0.2161818539866402,0.22229998441939,0,56.407682128310114,27.971971877850905,0.0398846219922387,,-0.0033946097472168,,0.1010110732569004,-0.0091856112850481,,0,,
2024-07-24,54.88769516154397,54.94367217334124,54.747745513916016,54.747745513916016,1784500,-0.0006811230662374,-0.0040734206664546,0.0066511336772305,,,54.56434555053711,,,0,0,0.2022623744235616,0.2182924624202244,0,54.937047227067886,28.05954350130564,0.0400499875109522,,-0.0040734206664546,,0.1032828962208392,0.0094596349803754,,0,,
2024-07-25,54.80373106239716,54.9436771636685,54.77573899488872,54.8223876953125,1743500,0.0013633836552686,-0.0010200864936029,0.0078515214032117,,,54.595466423034665,,,0,0,0.1950061769921163,0.2136352053346028,0,57.33332251537417,28.140881855599364,0.0402072355568691,,-0.0027155906463436,,0.1039654109933111,0.019869318699474,,0,,
2024-07-26,54.99031960750331,55.01831167182692,54.94367091238704,55.00897979736328,1167600,0.0034035748878324,0.0042581267626851,0.0149263836924558,,,54.6317310333252,,,0,0,0.2019836694587979,0.2113048981594418,0,62.67642943569143,28.545390137679227,0.0387886388128351,,0.0,,0.10316384774782,0.0169208570946863,,0,,
2024-07-29,55.07428992050409,55.08362179517752,54.99965271845355,55.05562973022461,1240800,0.0008480421384502,0.0056236875768762,0.014220517671537,,,54.67637386322021,,,0,0,0.2088699198024386,0.2108179024880412,0,63.89381756104606,29.19411866777222,0.0386743657885408,,0.0,,0.1031906934733474,0.0172180212844061,,0,,
2024-07-30,55.0836232142543,55.16759229314151,55.0183143261273,55.13027191162109,1645000,0.0013557592885999,0.0063011891105257,0.0178627999148637,,,54.73655128479004,,,0,0,0.2178392082480016,0.2122221636400333,1,65.81512915782339,30.12643825323103,0.0372512583671438,,0.0,,0.1038567818178786,0.0220318040798734,,0,,
2024-07-31,55.23290494840028,55.43815994262695,55.139603988235685,55.43815994262695,2008900,0.0055847363042111,0.0126108284867263,0.0280275967991379,,,54.806058692932126,,,0,0,0.2469447990106843,0.2191666907141635,1,72.3508218705619,31.835523138238106,0.0356372372165708,,0.0,,0.1027663581786197,0.0178183692572373,,0,,
2024-08-01,55.508348072491856,55.68616816455828,55.508348072491856,55.63937377929688,2014100,0.0036295186723038,0.0149024170294254,0.0294434882451479,,,54.87396450042725,,,0,0,0.2829853850233803,0.2319304295760069,1,75.6299861649122,33.97362524923899,0.0364034965152241,,0.0,,0.1046208897134755,0.0408182234744642,,0,,
2024-08-02,56.06053032881358,56.31322072299934,56.0418118606919,56.2851448059082,2626400,0.0116063676268693,0.0231992124421491,0.0369167418742435,,,54.96202983856201,,,0,0,0.3595119045633055,0.2574467245734666,1,82.71517389477197,36.81582364743869,0.0500146212297068,,0.0,,0.1078430339256046,0.073030906575964,,0,,
2024-08-05,56.6033516236112,56.66886447694569,56.14476165026975,56.2851448059082,2568500,0.0,0.0223322316302307,0.0323034259125227,,,55.05056209564209,,,0,0,0.4153715776551081,0.2890316951897949,1,82.71517389477197,39.75638653446677,0.049324880955874,,0.0,,0.111078031111337,0.1066465702004977,,0,,
2024-08-06,56.191575216005006,56.20093266816856,55.910805238706885,55.95759963989258,2436100,-0.0058193892392943,0.0150067775758075,0.0264718558268417,,,55.12458324432373,,,0,0,0.4282737404505141,0.3168801042419388,1,70.63489655841748,41.186599810267296,0.0552850140765757,,-0.0058193892392943,,0.109422798512161,0.0916007780515395,,0,,
