Date,open,high,low,close,volume,ret_1d,ret_5d,ret_21d,ret_63d,ret_126d,sma20,sma50,sma200,trend_sma,above_sma200,macd,macd_signal,macd_bullish,rsi,adx,vol_21,sharpe_63,drawdown,rs_ratio,rs_mom_21,rs_positive,score,score_pct
2024-05-23 04:00:00,98.1624772914334,98.18992141452516,97.49464005089668,97.60442352294922,24876100,,,,,,,,,0,0,0.0,0.0,0,,0.0,,,0.0,0.1900901273840301,,0,,
2024-05-24 04:00:00,97.62272463197029,97.87887910636914,97.5403922564932,97.86973571777344,11189500,0.0027182394531723,,,,,,,,0,0,0.0211645055700273,0.0042329011140054,1,99.99999996230856,0.0,,,0.0,0.1893539978843336,,0,,
2024-05-28 04:00:00,98.00695096536732,98.00695096536732,97.22018684878164,97.2842254638672,15989600,-0.0059825465922853,,,,,,,,0,0,-0.0092021784752631,0.0015458851961517,0,85.48766213014314,7.1428571428571415,,,-0.0059825465922853,0.1880897109369846,,0,,
2024-05-29 04:00:00,96.93657841938511,96.94572878623528,96.5614971347466,96.76275634765624,30015700,-0.005360263842617,,,,,,,,0,0,-0.0744875478554973,-0.013660801414178,0,75.0423256094866,13.77551020408163,,,-0.0113107424067169,0.1884008351921547,,0,,
2024-05-30 04:00:00,97.15615564660742,97.38486600074695,97.0921170266358,97.357421875,21036300,0.0061456034303859,,,,,,,,0,0,-0.0773504869509906,-0.0263987385215406,0,78.29869524094154,15.206453157359226,,,-0.0052346503136658,0.1908245343437242,,0,,
2024-05-31 04:00:00,97.74163155142296,97.90630324845291,97.58611022080704,97.7873764038086,19901400,0.004416248094168,0.0018744322670616,,,,,,,0,0,-0.0444136764005946,-0.0300017260973514,0,80.30007123066216,14.54750218435467,,,-0.000841519733969,0.1899372654530538,,0,,
2024-06-03 04:00:00,98.08583407896148,98.48071226968736,98.0399222465982,98.46234893798828,20154900,0.0069024505923178,0.0060551223099627,,,,,,,0,0,0.0357416186535033,-0.0168530571471804,1,82.95730290752584,15.686895761220867,,,0.0,0.1910925268961069,,0,,
2024-06-04 04:00:00,98.73785957823236,98.99499531414722,98.5817467075298,98.84806060791016,24545200,0.0039173519023478,0.0160749097460182,,,,,,,0,0,0.128903061454281,0.0122981665731118,1,84.26357098440207,17.74234352040887,,,0.0,0.191626868804546,,0,,
2024-06-05 04:00:00,99.0133442555784,99.2061907748058,98.65519971898011,99.17864227294922,26584700,0.0033443414368072,0.0249671052839071,,,,,,,0,0,0.2267950020397364,0.0551975336664367,1,85.30328730194971,19.974696153007702,,,0.0,0.1900094405855256,,0,,
2024-06-06 04:00:00,99.02252632257355,99.20618766668424,98.9857926525052,99.1143569946289,22687100,-0.0006481766320554,0.0180462371105583,,,,,,,0,0,0.2957782381077436,0.1033136745546981,1,84.13909702218824,22.047595026135195,,,-0.0006481766320554,0.1898898336082479,,0,,
2024-06-07 04:00:00,98.28786920868257,98.4439820554132,98.14094153123942,98.2235870361328,26228700,-0.0089872949339153,0.0044608071958378,,,,,,,0,0,0.2753956686729282,0.1377300733783441,1,69.90295116090189,21.049691649885972,,,-0.0096296462114092,0.1884123046605401,,0,,
2024-06-10 04:00:00,98.0307305785124,98.11337607502584,97.93889991364284,98.02154541015624,19415700,-0.0020569562981063,-0.0044768739785973,,,,,,,0,0,0.2401707262324492,0.1582182039491652,1,67.12859559632403,19.613129916730628,,,-0.0116667947480924,0.1874455588701852,,0,,
2024-06-11 04:00:00,98.0766622776956,98.50826715981452,98.01238010323264,98.44398498535156,19042600,0.0043096604264674,-0.0040878457308474,,,,,,,0,0,0.2435347320142256,0.1752815095621772,1,69.82521251289171,19.14290275629967,,,-0.0074074142452545,0.187801141147456,,0,,
