,open,high,low,close,volume,ret_1d,ret_5d,ret_21d,ret_63d,ret_126d,sma20,sma50,sma200,trend_sma,above_sma200,macd,macd_signal,macd_bullish,rsi,adx,vol_21,sharpe_63,drawdown,calmar_63,rs_ratio,rs_mom_21,rs_mom_63,rs_positive,score,score_pct
2024-05-28,34.0834636761345,34.111541445876426,33.8495024914165,33.95244598388672,2346400,,,,,,,,,0,0,0.0,0.0,0,,0.0,,,0.0,,0.0656438104683042,,,0,,
2024-05-29,33.484523268304336,33.53131836073568,33.35350557741095,33.372222900390625,2130700,-0.0170892866973843,,,,,,,,0,0,-0.0462856021022517,-0.0092571204204503,0,0.0,7.142857142857142,,,-0.0170892866973843,,0.0649770108249364,,,0,,
2024-05-30,33.578111264711524,33.72784628474515,33.41901579782078,33.652976989746094,1384100,0.008412807567343,,,,,,,,0,0,-0.05962544161153,-0.0193307846586662,0,3.5885288777156035,9.502862538106015,,,-0.0088202480104894,,0.0659612171706728,,,0,,
2024-05-31,33.85885995288489,33.98052075780229,33.67169030761907,33.9618034362793,2501000,0.0091767942737219,,,,,,,,0,0,-0.0447616626818359,-0.0244169602633002,0,7.519845902614847,8.88612362683667,,,0.0,,0.0659657010597566,,,0,,
2024-06-03,34.09282405056399,34.148976019964664,33.89629751260817,34.055389404296875,1762200,0.0027556242174584,,,,,,,,0,0,-0.0251406001152076,-0.0245616882336817,0,8.734346302565228,9.54356129530197,,,0.0,,0.0660935773333003,,,0,,
2024-06-04,33.943086690892905,34.01795240829154,33.8120690079722,33.971160888671875,2002900,-0.0024732800622262,0.0005512093235944,,,,,,,0,0,-0.0162005540502931,-0.022889461397004,1,8.624567238611121,9.432477437484874,,,-0.0024732800622262,,0.0658564988601376,,,0,,
2024-06-05,34.092818337167046,34.1864013671875,33.93372290217577,34.1864013671875,2220000,0.0063359765426032,0.0243968904686702,,,,,,,0,0,0.0081585578656273,-0.0166798575444777,1,11.679489561006193,10.351812467066196,,,0.0,,0.0654953410385942,,,0,,
2024-06-06,34.186405116005574,34.28934860229492,34.14897404187103,34.28934860229492,1663700,0.003011350449019,0.0189098162918166,,,,,,,0,0,0.0353626721916171,-0.0062713515972587,1,13.174666556702178,11.720960517701196,,,0.0,,0.0656937995468995,,,0,,
2024-06-07,34.02731432262519,34.0834627206062,33.84950154244729,33.88693618774414,2465900,-0.0117357847539818,-0.0022044544447006,,,,,,,0,0,0.0241721683268352,-0.0001826476124399,1,12.29824030488568,10.90709082394931,,,-0.0117357847539818,,0.0650018665086588,,,0,,
2024-06-10,33.73720073411933,33.961805032990874,33.671691890691,33.9337272644043,1271100,0.0013807998575297,-0.0035724783072728,,,,,,,0,0,0.0188618347381179,0.0036262488576716,1,13.022772447410546,11.007371865130647,,,-0.0103711896663684,,0.0648911133507786,,,0,,
2024-06-11,33.568748474121094,33.69976616125744,33.39093926585951,33.568748474121094,9186300,-0.0107556351661391,-0.0118457068885441,,,,,,,0,0,-0.0146287498880326,-2.475089146922833e-05,0,12.17768189401238,12.205425258736112,,,-0.0210152761002172,,0.0640389483549445,,,0,,
2024-06-12,34.13025576002213,34.20512147615003,33.905651471710335,33.9618034362793,2304700,0.0117089549067108,-0.0065698032529324,,,,,,,0,0,-0.0093462907205434,-0.001889058857284,0,18.32465235582065,11.67511663741908,,,-0.0095523881137159,,0.0642609967651817,,,0,,
2024-06-13,33.71848194472153,33.765277033675176,33.362863544429494,33.49388122558594,2631900,-0.0137778964409618,-0.0231986727404831,,,,,,,0,0,-0.0424282293686104,-0.0099968929595493,0,16.815697725660385,12.203493787966138,,,-0.0231986727404831,,0.0632482556596982,,,0,,
2024-06-14,33.12890498341504,33.20377070568992,32.97916996890094,33.16633605957031,2850800,-0.009779253822797,-0.0212648356340472,,,,,,,0,0,-0.0939925736967595,-0.0267960291069913,0,15.83285955529564,13.54794975380037,,,-0.0327510608541991,,0.0625916591181557,,,0,,
2024-06-17,33.082107416471025,33.2973548305776,32.9791675022878,33.287994384765625,1894100,0.0036681267709763,-0.019029235268123,,,,,,,0,0,-0.1236159107052614,-0.0461600054266454,0,17.755635128954808,14.44683199022898,,,-0.0292030691263198,,0.0623252143823593,,,0,,
2024-06-18,33.278635612848454,33.43772748294696,33.278635612848454,33.41901016235352,2321000,0.0039358267149869,-0.0044606462431272,,,,,,,0,0,-0.1349649484888999,-0.0639209940390963,0,19.87840092386021,14.768893166337488,,,-0.0253821806309597,,0.0624119452708797,,,0,,
2024-06-20,33.36286119426747,33.465801100807575,33.30670923345702,33.40965270996094,2191700,-0.0002800038764501,-0.0162579919336242,,,,,,,0,0,-0.1430650461058178,-0.0797498044524406,0,19.839015569342838,14.965086488285944,,,-0.0256550773984405,,0.0625644350517537,,,0,,
2024-06-21,33.175698721832674,33.23184712479781,33.091472547420395,33.19441604614258,1511900,-0.0064423496313144,-0.0089408921416547,,,,,,,0,0,-0.1649507818526601,-0.0967899999324845,0,18.91088622430874,15.682662249052182,,,-0.0319321480513357,,0.0622448251136781,,,0,,
2024-06-24,33.45919174587535,33.61158187998017,33.40204408311077,33.478240966796875,4316900,0.0085503814936753,0.0094042617992637,,,,,,,0,0,-0.1575766406123548,-0.1089473280684586,0,23.96255489732381,15.034270821980392,,,-0.0236547986054118,,0.0629817651624086,,,0,,
2024-06-25,33.43061623297778,33.57348357383297,33.344896555118154,33.53538513183594,2967600,0.0017069046457887,0.0074318309541512,,,,33.68889408111572,,,0,0,-0.1454449254424759,-0.116246847543262,0,24.975950132949198,14.587669598471582,,,-0.0219882704452578,,0.062847246568412,,,0,,
2024-06-26,33.259178541727444,33.37347387343851,33.202034509139494,33.34489822387695,3677600,-0.0056801765421846,-0.0022176580968893,,,,33.65851669311523,,,0,0,-0.1494780651842546,-0.1228930910714606,0,23.835557054721747,14.557647591155405,,,-0.0275435497294561,,0.0624123772753491,,,0,,
2024-06-27,33.39251821698946,33.487760679566875,33.316321340313884,33.382991790771484,3832200,0.0011424106512119,-0.0007980004886882,-0.0167721110103669,,,33.65905513763428,,,0,0,-0.1478956757119007,-0.1278936079995486,0,24.577219491669453,14.135061219208914,0.1306838957272224,,-0.0264326051228274,,0.0623853259014213,-0.049638869889434,,0,,
2024-06-28,33.40204507530811,33.535385992452255,33.278226952273904,33.41157150268555,5488400,0.0008561159554898,0.0065419273000948,0.001179082448669,,,33.64698486328125,,,0,0,-0.1426906280157851,-0.1308530120027959,0,25.165987140000738,13.577682264995664,0.1164645763584477,,-0.0255991185423285,,0.0626854014743142,-0.0352680020445439,,0,,
2024-07-01,33.55443145335544,33.65920034316038,33.35442010005532,33.44013977050781,3410200,0.0008550411290881,-0.0011380883579531,-0.006324469282558,,,33.62090167999268,,,0,0,-0.1347075450313966,-0.131623918608516,0,25.789602640906992,12.633438593392452,0.1125288700225569,,-0.0247659657124624,,0.062610148205117,-0.0508036253619297,,0,,
2024-07-02,33.35442048985515,33.554431845492715,33.32584847712611,33.52585983276367,2859200,0.0025633882766082,-0.0002840372649611,-0.0128362913451743,,,33.594425201416016,,,0,0,-0.120079796473,-0.1293150941814128,1,27.73552702291981,11.854636235711409,0.1077583421304418,,-0.0222660622220205,,0.0623510290080106,-0.0547962349171659,,0,,
2024-07-03,33.76397020008284,33.97350435242742,33.76397020008284,33.93540954589844,1213300,0.0122159346599226,0.0177091955134127,-0.0035230799147255,,,33.592637634277345,,,0,0,-0.0745802465948699,-0.1183681246641042,1,36.32626303059044,12.182333383937788,0.1161212591998664,,-0.0103221283233357,,0.0628323147902669,-0.0493431082809653,,0,,
2024-07-05,34.230664290249045,34.24019071708747,33.94493325064018,34.16399383544922,2418000,0.0067358635893759,0.0233952082417501,0.0056763720088719,,,33.59151725769043,,,0,0,-0.019847889585506,-0.0986640776483846,1,40.572620481717365,13.137599393584075,0.1181564599860098,,-0.0036557931822978,,0.0628928818621249,-0.0450011319962012,,0,,
2024-07-08,34.17351973581581,34.21161454278076,33.98303116792211,34.0211296081543,1971700,-0.0041817191509583,0.0182439220322143,-0.0048344298441377,,,33.5781063079834,,,0,0,0.0118631969434375,-0.0765586227300202,1,38.82968281684355,14.024632116827055,0.1169937630373905,,-0.0078222248328938,,0.0625576936458287,-0.0448527688562515,,0,,
2024-07-09,33.98303183989044,33.99255463350316,33.821115282335576,33.89731216430664,1877300,-0.0036394277695582,0.0136713661167775,-0.0114331841801754,,,33.57862510681152,,,0,0,0.0266956971712204,-0.055907758749772,1,37.33281796760456,14.20866001666288,0.1169585477481302,,-0.0114331841801754,,0.0622694636375103,-0.0521257094734571,,0,,
2024-07-10,34.173522469123235,34.383056640625,34.1449468200299,34.383056640625,9338100,0.0143298817901509,0.0255682273963222,0.014640463514677,,,33.60109157562256,,,0,0,0.0767612245526194,-0.0293739620892937,1,46.10969664924551,15.310591788275234,0.1202755339103257,,0.0,,0.062542896571938,-0.0378292204331278,,0,,
