,open,high,low,close,volume,ret_1d,ret_5d,ret_21d,ret_63d,ret_126d,sma20,sma50,sma200,trend_sma,above_sma200,macd,macd_signal,macd_bullish,rsi,adx,vol_21,sharpe_63,drawdown,calmar_63,rs_ratio,rs_mom_21,rs_mom_63,rs_positive,score,score_pct
2024-05-28,139.32622250553612,139.32622250553612,137.36347406951518,137.94358825683594,8375100,,,,,,,,,0,0,0.0,0.0,0,,0.0,,,0.0,,0.2667007486632026,,,0,,
2024-05-29,136.76398959952584,137.03471247662603,136.2805537828055,136.87034606933594,6838200,-0.0077802977366496,,,,,,,,0,0,-0.085614761396016,-0.0171229522792032,0,0.0,7.142857142857142,,,-0.0077802977366496,,0.2664918661458401,,,0,,
2024-05-30,136.31923680283316,137.43113327909984,136.0194942039383,136.9380340576172,7395500,0.0004945409303411,,,,,,,,0,0,-0.1463165752605277,-0.0429616768754681,0,0.4828015550650661,9.736140611794175,,,-0.0072896044819895,,0.2684041713798951,,,0,,
2024-05-31,137.37312577338378,139.01680462737855,137.20875936331333,138.939453125,7945900,0.0146155089866464,,,,,,,,0,0,-0.0325501895767104,-0.0408793794157165,1,13.743637688540003,11.56396042745489,,,0.0,,0.269869014684278,,,0,,
2024-06-03,138.84277226449765,140.3317480864155,138.60105435648373,139.91600036621094,10303300,0.0070285812938415,,,,,,,,0,0,0.1348551653385641,-0.0057324704648604,1,19.387969485279413,14.781289353112978,,,0.0,,0.2715443620563459,,,0,,
2024-06-04,139.7903153803975,140.70884056592328,139.26819638851265,140.3220977783203,6964200,0.0029024372555424,0.0172426246956534,,,,,,,0,0,0.2968716310918466,0.0547883498464809,1,21.683054541526715,18.054731263318004,,,0.0,,0.2720284450294322,,,0,,
2024-06-05,140.4864474328508,141.11490807601817,139.70328379179028,140.960205078125,5373400,0.0045474469802522,0.0298812644684716,,,,,,,0,0,0.4713276024659762,0.13809620037038,1,25.282767538476307,21.36625788773229,,,0.0,,0.2700558214741836,,,0,,
2024-06-06,140.85383573902428,141.72402895768153,140.37039997975532,141.42430114746094,5425800,0.0032923907075668,0.0327612932427241,,,,,,,0,0,0.6396602852564115,0.2384090173475863,1,27.87916826920967,24.78445998243765,,,0.0,,0.2709500200309971,,,0,,
2024-06-07,141.2889603145671,142.28483694352386,141.12459390285773,141.57901000976562,5222300,0.0010939340767424,0.0189978931498375,,,,,,,0,0,0.7765967375950709,0.3460465613970833,1,28.76779489126642,28.218095870311867,,,0.0,,0.2715766293563966,,,0,,
2024-06-10,141.3566550911291,142.13981889348767,140.84421421419592,142.1011505126953,5396700,0.0036879796157189,0.0156175858426845,,,,,,,0,0,0.9166852604576832,0.4601743012092033,1,31.82106805804121,30.668451313247864,,,0.0,,0.2717385506562991,,,0,,
