Datetime,open,high,low,close,volume
2026-02-27 14:30:00,80.20999908447266,80.2300033569336,80.19999694824219,80.22039794921875,516183
2026-02-27 15:30:00,80.22049713134766,80.23999786376953,80.22000122070312,80.231201171875,1401405
2026-02-27 16:30:00,80.2385025024414,80.2499008178711,80.2300033569336,80.24500274658203,160606
2026-02-27 17:30:00,80.24500274658203,80.25,80.23999786376953,80.24700164794922,136490
2026-02-27 18:30:00,80.24500274658203,80.26000213623047,80.2300033569336,80.25129699707031,325862
2026-02-27 19:30:00,80.2583999633789,80.25990295410156,80.22000122070312,80.22940063476562,165858
2026-02-27 20:30:00,80.2249984741211,80.22989654541016,80.19999694824219,80.19999694824219,145714
2026-03-02 14:30:00,79.88999938964844,79.9000015258789,79.7699966430664,79.79989624023438,579414
2026-03-02 15:30:00,79.79499816894531,79.79499816894531,79.75,79.7699966430664,420461
2026-03-02 16:30:00,79.76010131835938,79.78990173339844,79.75,79.75129699707031,973877
2026-03-02 17:30:00,79.75700378417969,79.78990173339844,79.75,79.7750015258789,0
2026-03-02 18:30:00,79.77980041503906,79.7874984741211,79.76000213623047,79.78500366210938,233451
2026-03-02 19:30:00,79.78990173339844,79.80999755859375,79.78009796142578,79.80879974365234,390011
2026-03-02 20:30:00,79.80960083007812,79.80999755859375,79.79000091552734,79.79499816894531,322791
2026-03-03 14:30:00,79.56999969482422,79.70709991455078,79.56999969482422,79.69499969482422,1683331
2026-03-03 15:30:00,79.69920349121094,79.71880340576172,79.66999816894531,79.7145004272461,1460700
2026-03-03 16:30:00,79.72000122070312,79.75990295410156,79.70999908447266,79.74500274658203,586864
2026-03-03 17:30:00,79.74549865722656,79.76000213623047,79.73500061035156,79.75499725341797,429827
2026-03-03 18:30:00,79.75849914550781,79.80999755859375,79.75499725341797,79.7865982055664,439045
2026-03-03 19:30:00,79.77999877929688,79.80999755859375,79.7699966430664,79.79499816894531,820800
2026-03-03 20:30:00,79.79319763183594,79.80000305175781,79.75,79.76000213623047,711055
2026-03-04 14:30:00,79.7738037109375,79.83989715576172,79.73999786376953,79.7699966430664,1239693
2026-03-04 15:30:00,79.77239990234375,79.78839874267578,79.7500991821289,79.77989959716797,685352
2026-03-04 16:30:00,79.77999877929688,79.80599975585938,79.77010345458984,79.79029846191406,422899
2026-03-04 17:30:00,79.79029846191406,79.79029846191406,79.7699966430664,79.7750015258789,140540
2026-03-04 18:30:00,79.77989959716797,79.79000091552734,79.7699966430664,79.7750015258789,222336
2026-03-04 19:30:00,79.77449798583984,79.78990173339844,79.73999786376953,79.73999786376953,600440
2026-03-04 20:30:00,79.74500274658203,79.75,79.7300033569336,79.7300033569336,592969
2026-03-05 14:30:00,79.66999816894531,79.66999816894531,79.61009979248047,79.64009857177734,1128402
2026-03-05 15:30:00,79.63999938964844,79.66000366210938,79.61009979248047,79.61499786376953,563982
2026-03-05 16:30:00,79.61499786376953,79.63999938964844,79.5999984741211,79.625,377195
2026-03-05 17:30:00,79.62000274658203,79.63999938964844,79.61000061035156,79.61499786376953,330268
2026-03-05 18:30:00,79.62000274658203,79.62999725341797,79.61000061035156,79.625,505740
2026-03-05 19:30:00,79.62129974365234,79.65499877929688,79.5801010131836,79.64199829101562,762363
2026-03-05 20:30:00,79.6449966430664,79.66000366210938,79.63159942626953,79.66000366210938,367007
2026-03-06 14:30:00,79.58999633789062,79.62000274658203,79.52999877929688,79.61499786376953,1068427
2026-03-06 15:30:00,79.61669921875,79.66000366210938,79.5999984741211,79.63009643554688,1685530
2026-03-06 16:30:00,79.63500213623047,79.68000030517578,79.62999725341797,79.65499877929688,719749
2026-03-06 17:30:00,79.65959930419922,79.70980072021484,79.62000274658203,79.6897964477539,685706
2026-03-06 18:30:00,79.68499755859375,79.69989776611328,79.66999816894531,79.67500305175781,360628
2026-03-06 19:30:00,79.67500305175781,79.68990325927734,79.62999725341797,79.62999725341797,1141565
2026-03-06 20:30:00,79.63500213623047,79.63999938964844,79.6050033569336,79.6050033569336,675403
2026-03-09 13:30:00,79.55999755859375,79.58999633789062,79.51000213623047,79.53990173339844,1369559
2026-03-09 14:30:00,79.54000091552734,79.5999984741211,79.53009796142578,79.5906982421875,1057871
2026-03-09 15:30:00,79.59929656982422,79.61930084228516,79.58999633789062,79.6050033569336,475517
2026-03-09 16:30:00,79.60299682617188,79.62999725341797,79.58999633789062,79.59929656982422,889183
2026-03-09 17:30:00,79.59420013427734,79.5999984741211,79.58000183105469,79.58769989013672,372092
2026-03-09 18:30:00,79.58499908447266,79.66999816894531,79.56999969482422,79.6500015258789,423869
2026-03-09 19:30:00,79.65499877929688,79.69999694824219,79.65010070800781,79.69000244140625,2185535
2026-03-10 13:30:00,79.66999816894531,79.70500183105469,79.6500015258789,79.689697265625,767485
2026-03-10 14:30:00,79.68499755859375,79.72000122070312,79.68499755859375,79.70870208740234,526439
2026-03-10 15:30:00,79.70120239257812,79.7300033569336,79.69010162353516,79.69999694824219,653538
2026-03-10 16:30:00,79.70079803466797,79.72859954833984,79.68499755859375,79.72589874267578,477513
2026-03-10 17:30:00,79.72930145263672,79.72930145263672,79.61250305175781,79.66999816894531,763239
2026-03-10 18:30:00,79.66500091552734,79.6698989868164,79.62000274658203,79.625,712532
2026-03-10 19:30:00,79.625,79.625,79.5999984741211,79.6050033569336,799086
2026-03-11 13:30:00,79.54000091552734,79.55000305175781,79.51000213623047,79.51499938964844,1284163
2026-03-11 14:30:00,79.51380157470703,79.5177993774414,79.47000122070312,79.4749984741211,768635
2026-03-11 15:30:00,79.4749984741211,79.47989654541016,79.44000244140625,79.45999908447266,925080
2026-03-11 16:30:00,79.45999908447266,79.47000122070312,79.43499755859375,79.43499755859375,604956
2026-03-11 17:30:00,79.43499755859375,79.45999908447266,79.41999816894531,79.45500183105469,570164
2026-03-11 18:30:00,79.45829772949219,79.45999908447266,79.41999816894531,79.43499755859375,1336099
2026-03-11 19:30:00,79.43499755859375,79.45999908447266,79.43000030517578,79.44000244140625,991858
2026-03-12 13:30:00,79.37999725341797,79.38929748535156,79.30999755859375,79.31990051269531,4403013
2026-03-12 14:30:00,79.30999755859375,79.31659698486328,79.2249984741211,79.25,1426219
2026-03-12 15:30:00,79.23999786376953,79.2698974609375,79.22000122070312,79.22139739990234,3175705
2026-03-12 16:30:00,79.22000122070312,79.26000213623047,79.19999694824219,79.2249984741211,1343963
2026-03-12 17:30:00,79.2249984741211,79.2300033569336,79.16010284423828,79.16500091552734,631224
2026-03-12 18:30:00,79.16500091552734,79.16999816894531,79.0999984741211,79.11499786376953,1184109
2026-03-12 19:30:00,79.11499786376953,79.16999816894531,79.11499786376953,79.16000366210938,926179
2026-03-13 13:30:00,79.26000213623047,79.29000091552734,79.24320220947266,79.24500274658203,1578380
2026-03-13 14:30:00,79.24500274658203,79.26000213623047,79.14839935302734,79.15160369873047,1004557
2026-03-13 15:30:00,79.15499877929688,79.15989685058594,79.1050033569336,79.11009979248047,1178866
2026-03-13 16:30:00,79.114501953125,79.12000274658203,79.07019805908203,79.08499908447266,668851
2026-03-13 17:30:00,79.081298828125,79.1050033569336,79.05010223388672,79.05500030517578,956562
2026-03-13 18:30:00,79.05500030517578,79.08999633789062,79.05000305175781,79.07990264892578,557191
2026-03-13 19:30:00,79.07499694824219,79.08000183105469,79.06999969482422,79.07499694824219,353666
2026-03-16 13:30:00,79.23999786376953,79.30000305175781,79.22000122070312,79.2699966430664,1042182
2026-03-16 14:30:00,79.2698974609375,79.2699966430664,79.20999908447266,79.2249984741211,2279524
2026-03-16 15:30:00,79.2300033569336,79.23999786376953,79.1500015258789,79.15499877929688,1030563
2026-03-16 16:30:00,79.15499877929688,79.19999694824219,79.1500015258789,79.18499755859375,483301
2026-03-16 17:30:00,79.18080139160156,79.19499969482422,79.1500015258789,79.16809844970703,489046
2026-03-16 18:30:00,79.1720962524414,79.22000122070312,79.16999816894531,79.19599914550781,1368082
2026-03-16 19:30:00,79.19499969482422,79.19999694824219,79.18000030517578,79.19000244140625,356677
2026-03-17 13:30:00,79.27999877929688,79.31999969482422,79.27999877929688,79.29989624023438,2663748
2026-03-17 14:30:00,79.29499816894531,79.31999969482422,79.27999877929688,79.31500244140625,241017
2026-03-17 15:30:00,79.31500244140625,79.32980346679688,79.29000091552734,79.32009887695312,260593
2026-03-17 16:30:00,79.32499694824219,79.33999633789062,79.30999755859375,79.32499694824219,177944
2026-03-17 17:30:00,79.32499694824219,79.33989715576172,79.30999755859375,79.3102035522461,776945
2026-03-17 18:30:00,79.31500244140625,79.33989715576172,79.30999755859375,79.33000183105469,249276
2026-03-17 19:30:00,79.33000183105469,79.3499984741211,79.31999969482422,79.32009887695312,392806
2026-03-18 13:30:00,79.27999877929688,79.27999877929688,79.23300170898438,79.25499725341797,1025548
2026-03-18 14:30:00,79.26000213623047,79.29149627685547,79.2500991821289,79.28500366210938,1868177
2026-03-18 15:30:00,79.2854995727539,79.30000305175781,79.27140045166016,79.29010009765625,161626
2026-03-18 16:30:00,79.29499816894531,79.29989624023438,79.2699966430664,79.27010345458984,130944
2026-03-18 17:30:00,79.27989959716797,79.31999969482422,79.2699966430664,79.31500244140625,1198204
2026-03-18 18:30:00,79.31009674072266,79.31500244140625,79.16500091552734,79.17500305175781,289873
2026-03-18 19:30:00,79.17990112304688,79.19000244140625,79.12000274658203,79.12999725341797,267665
2026-03-19 13:30:00,78.91999816894531,79.09500122070312,78.91000366210938,79.0177001953125,770904
2026-03-19 14:30:00,79.01499938964844,79.09750366210938,79.01499938964844,79.05809783935547,460608
2026-03-19 15:30:00,79.05000305175781,79.08989715576172,79.01000213623047,79.03500366210938,247489
2026-03-19 16:30:00,79.04499816894531,79.05860137939453,79.00399780273438,79.0459976196289,583152
2026-03-19 17:30:00,79.04989624023438,79.0999984741211,79.04000091552734,79.0801010131836,429080
2026-03-19 18:30:00,79.08740234375,79.2698974609375,79.06999969482422,79.20989990234375,686223
2026-03-19 19:30:00,79.19999694824219,79.23500061035156,79.17769622802734,79.2300033569336,387183
2026-03-20 13:30:00,79.06999969482422,79.08000183105469,78.94999694824219,78.95999908447266,1171678
2026-03-20 14:30:00,78.96499633789062,78.97000122070312,78.9000015258789,78.92500305175781,1074692
2026-03-20 15:30:00,78.93000030517578,79.02989959716797,78.93000030517578,78.9999008178711,722927
2026-03-20 16:30:00,78.99980163574219,79.01499938964844,78.95189666748047,79.00499725341797,458652
2026-03-20 17:30:00,79.0,79.01499938964844,78.95159912109375,78.96739959716797,632318
